避難收容處所名稱,縣市及鄉鎮市區,緯度,經度,is_indoor,設施類型,最近AQI測站,測站縣市,最近測站AQI,距離測站(km),風險等級,風險描述,風險分數,模擬情境
南榮國中,屏東縣崁頂鄉,22.5134,120.5184,True,室內設施,林園,高雄市,153,4.52,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
崁頂國小,屏東縣崁頂鄉,22.5141,120.5118,True,室內設施,林園,高雄市,153,5.17,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市小港區鳳鳴國民小學,高雄市小港區,22.515082,120.357564,True,室內設施,楠梓,高雄市,169,6.0,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
崁頂老人文康中心,屏東縣崁頂鄉,22.5152,120.5069,True,室內設施,林園,高雄市,153,5.64,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市立林園高級中學,高雄市林園區,22.516726,120.395661,True,室內設施,台南,高雄市,155,4.46,High Risk,最近測站 AQI 155 > 100,50,高AQI情境模擬
丹林活動中心,屏東縣來義鄉,22.5174,120.6348,True,室內設施,林園,高雄市,153,7.59,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市小港區鳳林國民中學,高雄市小港區,22.52185,120.348385,True,室內設施,楠梓,高雄市,169,5.01,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
潮東國小,屏東縣潮州鎮,22.52309297,120.5609105,True,室內設施,林園,高雄市,153,0.03,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
新園國小,屏東縣新園鄉,22.5241,120.4519,True,室內設施,布袋,高雄市,165,5.22,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
歷坵活動中心 Liqiu Activity Center,臺東縣金峰鄉,22.526384,120.926439,True,室內設施,鳳山,台東市,24,34.3,Low Risk,風險較低,10,高AQI情境模擬
古樓國小,屏東縣來義鄉,22.5275,120.6258,True,室內設施,林園,高雄市,153,6.66,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市林園區金潭國民小學,高雄市林園區,22.528055,120.396078,True,室內設施,布袋,高雄市,165,5.01,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
金崙溫泉長老教會,臺東縣太麻里鄉,22.530918,120.937667,True,室內設施,鳳山,台東市,24,33.16,Low Risk,風險較低,10,高AQI情境模擬
賓茂國小 Binmao Elementary School,臺東縣金峰鄉,22.532403,120.95583,True,室內設施,鳳山,台東市,24,31.84,Low Risk,風險較低,10,高AQI情境模擬
賓茂活動中心 Binmao Activity Center,臺東縣金峰鄉,22.532592,120.961712,True,室內設施,鳳山,台東市,24,31.44,Low Risk,風險較低,10,高AQI情境模擬
金崙活動中心,臺東縣太麻里鄉,22.533379,120.964363,True,室內設施,鳳山,台東市,24,31.21,Low Risk,風險較低,10,高AQI情境模擬
光春國中,屏東縣潮州鎮,22.534662,120.539763,True,室內設施,林園,高雄市,153,2.55,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
力社國小,屏東縣崁頂鄉,22.5388,120.5092,True,室內設施,林園,高雄市,153,5.62,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
義仁里社區活動中心,高雄市大寮區,22.539227,120.403252,True,室內設施,布袋,高雄市,165,3.58,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
光春國小,屏東縣潮州鎮,22.540379,120.536872,True,室內設施,林園,高雄市,153,3.15,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市大寮區昭明國小,高雄市大寮區,22.54239,120.408514,True,室內設施,布袋,高雄市,165,2.97,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
新園鄉公所,屏東縣新園鄉,22.5438,120.4615,True,室內設施,布袋,高雄市,165,4.35,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
仙吉國小,屏東縣新園鄉,22.5443,120.4611,True,室內設施,布袋,高雄市,165,4.29,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
四林國小,屏東縣潮州鎮,22.544592,120.569267,True,室內設施,林園,高雄市,153,2.53,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
新園國中,屏東縣新園鄉,22.5452,120.461,True,室內設施,布袋,高雄市,165,4.23,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
光華國小,屏東縣潮州鎮,22.547268,120.543657,True,室內設施,林園,高雄市,153,3.23,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
鎮立幼兒園,屏東縣潮州鎮,22.547719,120.550815,True,室內設施,林園,高雄市,153,2.94,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
潮州國小,屏東縣潮州鎮,22.548406,120.541139,True,室內設施,林園,高雄市,153,3.49,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
佳佐國小中興分校,屏東縣萬巒鄉,22.5491,120.6123,True,室內設施,林園,高雄市,153,5.99,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
瓦?國小,屏東縣新園鄉,22.5523,120.4747,True,室內設施,布袋,高雄市,165,5.24,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
平和活動中心,屏東縣泰武鄉,22.5527,120.6293,True,室內設施,林園,高雄市,153,7.73,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
潮州國中,屏東縣潮州鎮,22.554008,120.542947,True,室內設施,林園,高雄市,153,3.91,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
會結里社區活動中心,高雄市大寮區,22.554827,120.424982,True,室內設施,布袋,高雄市,165,1.04,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
潮和國小,屏東縣潮州鎮,22.556803,120.538038,True,室內設施,林園,高雄市,153,4.44,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
潮昇國小,屏東縣潮州鎮,22.557031,120.547724,True,室內設施,林園,高雄市,153,4.02,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
新厝里社區活動中心,高雄市大寮區,22.560361,120.40918,True,室內設施,布袋,高雄市,165,1.71,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
高雄市小港區小港國民小學,高雄市小港區,22.56103,120.336089,True,室內設施,楠梓,高雄市,169,0.56,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
志成佛寺,屏東縣萬巒鄉,22.5614,120.5629,True,室內設施,林園,高雄市,153,4.26,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市小港區鳳陽國民小學,高雄市小港區,22.561551,120.370393,True,室內設施,楠梓,高雄市,169,3.39,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
潮寮老人活動中心,高雄市大寮區,22.562091,120.430298,True,室內設施,布袋,高雄市,165,0.56,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
新庄國小,屏東縣萬丹鄉,22.5622,120.4803,True,室內設施,布袋,高雄市,165,5.65,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
高雄市立潮寮國民中學,高雄市大寮區,22.563415,120.425175,True,室內設施,布袋,高雄市,165,0.08,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
高雄市小港區二苓國民小學,高雄市小港區,22.5638,120.3533,True,室內設施,楠梓,高雄市,169,1.61,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市立小港高級中學,高雄市小港區,22.565249,120.357413,True,室內設施,楠梓,高雄市,169,2.02,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市大寮區潮寮國小,高雄市大寮區,22.565716,120.425144,True,室內設施,布袋,高雄市,165,0.18,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
國立高雄餐旅大學附屬餐旅高級中等學校,高雄市小港區,22.566216,120.371763,True,室內設施,楠梓,高雄市,169,3.49,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市小港區漢民國民小學,高雄市小港區,22.566473,120.35926,True,室內設施,楠梓,高雄市,169,2.21,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市立中山國民中學,高雄市小港區,22.56665,120.356421,True,室內設施,楠梓,高雄市,169,1.92,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市立小港國民中學,高雄市小港區,22.566732,120.338056,True,室內設施,楠梓,高雄市,169,0.11,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市小港區華山國民小學,高雄市小港區,22.5677,120.3657,True,室內設施,楠梓,高雄市,169,2.88,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市小港區港和國民小學,高雄市小港區,22.5681,120.3379,True,室內設施,楠梓,高雄市,169,0.25,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
佳興活動中心,屏東縣泰武鄉,22.5703,120.6631,True,室內設施,林園,高雄市,153,11.71,High Risk,最近測站 AQI 153 > 100,55,高AQI情境模擬
佳佐國小,屏東縣萬巒鄉,22.5712,120.5956,True,室內設施,林園,高雄市,153,6.41,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
萬巒鄉公所展覽廳,屏東縣萬巒鄉,22.5725,120.5678,True,室內設施,林園,高雄市,153,5.53,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市前鎮區佛公國民小學,高雄市前鎮區,22.572651,120.320909,True,室內設施,楠梓,高雄市,169,1.89,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
萬巒國小,屏東縣萬巒鄉,22.5727,120.5723,True,室內設施,林園,高雄市,153,5.63,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
大明國小,屏東縣竹田鄉,22.5756,120.5251,True,室內設施,林園,高雄市,153,6.91,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
過溪里社區活動中心,高雄市大寮區,22.576183,120.418885,True,室內設施,布袋,高雄市,165,1.49,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
武潭活動中心,屏東縣泰武鄉,22.578,120.6361,True,室內設施,林園,高雄市,153,9.82,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
西方道堂,屏東縣萬巒鄉,22.5802,120.6297,True,室內設施,林園,高雄市,153,9.48,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市前鎮區明正國民小學,高雄市前鎮區,22.580243,120.326581,True,室內設施,楠梓,高雄市,169,1.97,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市立明義國民中學,高雄市小港區,22.582027,120.368282,True,室內設施,楠梓,高雄市,169,3.62,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
清山寺,高雄市大寮區,22.582377,120.385461,True,室內設施,布袋,高雄市,165,4.57,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
萬丹國小,屏東縣萬丹鄉,22.5826,120.4887,True,室內設施,布袋,高雄市,165,6.82,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
竹田國小,屏東縣竹田鄉,22.5828,120.544,True,室內設施,林園,高雄市,153,6.87,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市小港區桂林國民小學,高雄市小港區,22.583128,120.350425,True,室內設施,楠梓,高雄市,169,2.32,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市立前鎮國民中學,高雄市前鎮區,22.583367,120.321031,True,室內設施,楠梓,高雄市,169,2.6,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市小港區明義國民小學,高雄市小港區,22.5834,120.3678,True,室內設施,楠梓,高雄市,169,3.65,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
竹田鄉公所,屏東縣竹田鄉,22.5847,120.544,True,室內設施,林園,高雄市,153,7.07,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
富翔天廈,高雄市大寮區,22.584752,120.380306,True,室內設施,楠梓,高雄市,169,4.85,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
高雄市前鎮區前鎮國民小學,高雄市前鎮區,22.585437,120.308702,True,室內設施,左營,高雄市,185,2.11,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
高雄市立興仁國民中學,高雄市前鎮區,22.5863,120.3139,True,室內設施,左營,高雄市,185,2.1,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
高雄市立前鎮高級中學,高雄市前鎮區,22.586862,120.32001,True,室內設施,左營,高雄市,185,2.29,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
香蘭國小,臺東縣太麻里鄉,22.587759,120.993452,True,室內設施,鳳山,台東市,24,24.63,Low Risk,風險較低,10,高AQI情境模擬
高雄市旗津區大汕國民小學,高雄市旗津區,22.5879,120.2877,True,室內設施,左營,高雄市,185,2.81,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
高雄市立旗津國民中學,高雄市旗津區,22.5885,120.286,True,室內設施,左營,高雄市,185,2.9,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
萬巒鄉立幼兒園泗溝分班,屏東縣萬巒鄉,22.5885,120.58,True,室內設施,林園,高雄市,153,7.52,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
圖書館,屏東縣萬丹鄉,22.589,120.4849,True,室內設施,布袋,高雄市,165,6.71,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
萬丹鄉行政中心,屏東縣萬丹鄉,22.5894,120.485,True,室內設施,布袋,高雄市,165,6.74,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
高雄市旗津區公所5樓大禮堂,高雄市旗津區,22.589974,120.284774,True,室內設施,左營,高雄市,185,2.91,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
佛聖宮,高雄市大寮區,22.590008,120.381144,True,室內設施,朴子,高雄市,168,4.89,High Risk,最近測站 AQI 168 > 100,50,高AQI情境模擬
高雄市鳳山區過埤國民小學,高雄市鳳山區,22.590382,120.362405,False,戶外設施,楠梓,高雄市,169,3.72,High Risk,最近測站 AQI 169 > 100,70,高AQI情境模擬
高雄市立福誠高級中學,高雄市鳳山區,22.590487,120.323885,True,室內設施,左營,高雄市,185,2.23,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
高雄市前鎮區鎮昌國民小學,高雄市前鎮區,22.590548,120.317983,True,室內設施,左營,高雄市,185,1.84,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
五溝國小,屏東縣萬巒鄉,22.5908,120.594,True,室內設施,林園,高雄市,153,8.25,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
高雄市大寮區大寮國民小學,高雄市大寮區,22.590861,120.416445,True,室內設施,布袋,高雄市,165,3.11,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
佳平活動中心,屏東縣泰武鄉,22.591406,120.628948,True,室內設施,林園,高雄市,153,10.3,High Risk,最近測站 AQI 153 > 100,55,高AQI情境模擬
大寮里社區活動中心,高雄市大寮區,22.591471,120.416643,True,室內設施,布袋,高雄市,165,3.17,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
泰武國中,屏東縣泰武鄉,22.5915,120.6333,True,室內設施,林園,高雄市,153,10.62,High Risk,最近測站 AQI 153 > 100,55,高AQI情境模擬
澳洲特區,高雄市大寮區,22.591949,120.396834,True,室內設施,布袋,高雄市,165,4.26,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
荷蘭町,高雄市大寮區,22.591993,120.399701,True,室內設施,布袋,高雄市,165,4.06,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
興華國小,屏東縣萬丹鄉,22.5929,120.4615,True,室內設施,布袋,高雄市,165,4.9,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
高雄市政府社會局無障礙之家,高雄市前鎮區,22.5941,120.3153,True,室內設施,左營,高雄市,185,1.36,High Risk,最近測站 AQI 185 > 100,50,高AQI情境模擬
高雄市鳳山區南成國民小學,高雄市鳳山區,22.594316,120.335487,False,戶外設施,成功,高雄市,164,2.89,High Risk,最近測站 AQI 164 > 100,70,高AQI情境模擬
龍成宮,高雄市鳳山區,22.5945,120.3283,True,室內設施,成功,高雄市,164,2.3,High Risk,最近測站 AQI 164 > 100,50,高AQI情境模擬
米蘭特區,高雄市大寮區,22.594653,120.388157,True,室內設施,朴子,高雄市,168,4.88,High Risk,最近測站 AQI 168 > 100,50,高AQI情境模擬
四維國小,屏東縣萬丹鄉,22.595,120.49,True,室內設施,布袋,高雄市,165,7.48,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
僑智國小,屏東縣內埔鄉,22.595,120.5566,True,室內設施,林園,高雄市,153,8.01,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
萬金天主教堂,屏東縣萬巒鄉,22.5951,120.6112,True,室內設施,林園,高雄市,153,9.51,High Risk,最近測站 AQI 153 > 100,50,高AQI情境模擬
嘉蘭國小 Jialan Elementary School,臺東縣金峰鄉,22.595308,120.961523,True,室內設施,鳳山,台東市,24,26.31,Low Risk,風險較低,10,高AQI情境模擬
高雄市鳳山區鳳翔國民小學,高雄市鳳山區,22.595332,120.340798,False,戶外設施,楠梓,高雄市,169,3.3,High Risk,最近測站 AQI 169 > 100,70,高AQI情境模擬
高雄市立鳳翔國民中學,高雄市鳳山區,22.59641,120.348197,True,室內設施,楠梓,高雄市,169,3.57,High Risk,最近測站 AQI 169 > 100,50,高AQI情境模擬
萬丹國中,屏東縣萬丹鄉,22.5966,120.4881,True,室內設施,布袋,高雄市,165,7.39,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
嘉蘭村活動中心 Jialan Activity Center,臺東縣金峰鄉,22.596696,120.959985,True,室內設施,鳳山,台東市,24,26.33,Low Risk,風險較低,10,高AQI情境模擬
高雄市鳳山區福誠國民小學,高雄市鳳山區,22.596813,120.325055,False,戶外設施,成功,高雄市,164,1.88,High Risk,最近測站 AQI 164 > 100,70,高AQI情境模擬
高雄市立五甲國民中學,高雄市鳳山區,22.598112,120.328691,True,室內設施,成功,高雄市,164,2.08,High Risk,最近測站 AQI 164 > 100,50,高AQI情境模擬
高雄市鳳山區中崙國民小學,高雄市鳳山區,22.599431,120.350798,False,戶外設施,朴子,高雄市,168,3.26,High Risk,最近測站 AQI 168 > 100,70,高AQI情境模擬
大發公有市場3樓,高雄市大寮區,22.600592,120.397972,True,室內設施,布袋,高雄市,165,4.93,High Risk,最近測站 AQI 165 > 100,50,高AQI情境模擬
